wds_identifier,wds_rownum
19198-4233UC,116540.0
19198-6254I,116541.0
19199+4403HJ,116543.0
19199+4340KOI,116544.0
19199+4032KOI,116546.0
19199+4009KOI,116547.0
19199+4009KOI,116547.0
19199+3532FYM,116550.0
19199+2520TDT,116552.0
19199+0413A,116553.0
19199+0413A,116553.0
19200+3745SHN,116556.0
19200+3631ALI,116557.0
19200+2756EVS,116559.0
19200+1510BPM,116560.0
19200+1510BPM,116560.0
19200+1439BPM,116561.0
19200+1439BPM,116561.0
19200+1431J,116562.0
19200+1431J,116562.0
19200-1435RST,116567.0
19201+7402TDT,116569.0
19201+4820KOI,116573.0
19201+4656MMA,116574.0
19201+3825TDT,116575.0
19201+3752ES,116576.0
19201+3752RAO,116577.0
19201+2849COU,116579.0
19201+2254SLE,116583.0
19201+1936TDT,116585.0
19201+0242J,116588.0
19201-0640TDT,116589.0
19201-2036BHA,116590.0
19201-2036BHA,116590.0
19202+4710KOI,116594.0
19202+4643KOI,116595.0
19202+4422KOI,116596.0
19202+3411HU,116598.0
19202+2446POU,116600.0
19202+0047J,116604.0
19202-0130GWP,116605.0
19203+6955YSC,116608.0
19203+2511POU,116612.0
19203+1430VKI,116613.0
19203+0231GWP,116615.0
19203-4533UC,116617.0
19203-4551I,116618.0
19204+3934DAM,116621.0
19204+3842KOI,116622.0
19204+3751ALI,116623.0
19204+3750KOI,116624.0
19204+3750KOI,116624.0
19204+2631COU,116626.0
19204+2545TDT,116627.0
19204+0840TDT,116628.0
19204+0417GCB,116629.0
19204+0417GCB,116629.0
19204-1034HU,116630.0
19204-2023UC,116631.0
19204-2023UC,116631.0
19204-2526UC,116632.0
19205+4835KOI,116636.0
19205+4616KOI,116637.0
19205+4305KOI,116638.0
19205+4136KOI,116639.0
19205+4123KOI,116641.0
19205+4123KOI,116641.0
19205+3831KOI,116643.0
19205+3824KOI,116644.0
19205+3509ALI,116645.0
19205+2844TDT,116646.0
19205+2844TDT,116646.0
19205+2513POU,116647.0
19205+2513POU,116647.0
19205+2501POU,116648.0
19205-0525ISO,116653.0
19205-5009UC,116656.0
19206+5016KOI,116659.0
19206+4849KOI,116660.0
19206+4844DEA,116661.0
19206+4538KOI,116662.0
19206+4538KOI,116662.0
19206+3744KOI,116665.0
19206+3511WSI,116667.0
19206+3506HLM,116668.0
19206+3506HLM,116668.0
19206+3506ES,116669.0
19206+3506ES,116669.0
19206+0256HWE,116673.0
19206-0645HDS,116674.0
19206-0645TOK,116675.0
19206-0740WRH,116677.0
19206-0740LMP,116678.0
19206-0934TDT,116679.0
19206-2224DRS,116680.0
19206-3959HDS,116681.0
19206-3959HDS,116681.0
19207+6543DRS,116682.0
19207+5128KOI,116684.0
19207+4955KOI,116685.0
19207+4133KOI,116687.0
19207+4127VKI,116688.0
19207+3829KOI,116689.0
19207+3829KOI,116689.0
19207+3751KOI,116690.0
19207+3751KOI,116690.0
19207+3751KOI,116690.0
19207+3751KOI,116690.0
19207+1425STT,116693.0
19207-0159TDT,116694.0
19208+4515KOI,116698.0
19208+4257KOI,116699.0
19208+3847KOI,116700.0
19208+3747KOI,116701.0
19208+3747KOI,116701.0
19208+3746KOI,116702.0
19208+3746KOI,116702.0
19208+3746KOI,116702.0
19208+3745KOI,116704.0
19208+3745KOI,116704.0
19208+3739ES,116705.0
19208+3739ABH,116706.0
19208+3739ES,116714.0
19208+3739ES,116714.0
19208+3711COU,116715.0
19208+3711COU,116715.0
19208+0722TDT,116718.0
19208+0042J,116720.0
19208-0002J,116721.0
19208-2149UC,116723.0
19208-2950UC,116724.0
19209+4328KOI,116731.0
19209+4152KOI,116732.0
19209+3747KOI,116734.0
19209+3746DEA,116735.0
19209+3745KOI,116736.0
19209+3745KOI,116736.0
19209+3745KOI,116736.0
19209+3745KOI,116736.0
19209+3509NYS,116741.0
19209+2304WSI,116743.0
19209+1904RAO,116745.0
19209-3303TOK,116749.0
19210+6521UC,116753.0
19210+6521UC,116753.0
19210+6521UC,116753.0
19210+5631STI,116758.0
19210+5417MLR,116759.0
19210+4523KOI,116760.0
19210+4523KOI,116760.0
19210+4120KOI,116761.0
19210+4120KOI,116761.0
19210+4034KOI,116762.0
19210+4034KOI,116762.0
19210+3958KOI,116763.0
19210+3958KOI,116763.0
19210+3958KOI,116763.0
19210+3756KOI,116765.0
19210+3756KOI,116765.0
19210+3747DEA,116766.0
19210+3747DEA,116766.0
19210+3746KOI,116767.0
19210+3746KOI,116767.0
19210+3746KOI,116767.0
19210+3745KOI,116769.0
19210+3745KOI,116769.0
19210+3745KOI,116769.0
19210+3508DAM,116771.0
19210-3112RSS,116776.0
19211+3850KOI,116777.0
19211+3748KOI,116779.0
19211+3748KOI,116779.0
19211+3747KOI,116780.0
19211+3745OSW,116781.0
19211+3745OSW,116781.0
19211+1751HU,116783.0
19211-1159HDS,116784.0
19211-1915ARA,116786.0
19211-5050TDT,116788.0
19211-6352HDS,116789.0
19211-6352HDS,116789.0
19212+6014A,116792.0
19212+4647KOI,116793.0
19212+4534KOI,116794.0
19212+4501KOI,116797.0
19212+4129KOI,116799.0
19212+3948SEI,116800.0
19212+3755KOI,116802.0
19212+3753KOI,116803.0
19212+3745KOI,116804.0
19212+3720ES,116805.0
19212+2949TDT,116806.0
19212+2437POU,116808.0
19212-2303UC,116816.0
19212-2704B,116817.0
19213+5543A,116822.0
19213+4402KOI,116823.0
19213+4402KOI,116823.0
19213+4039KOI,116824.0
19213+4039KOI,116824.0
19213+3844KOI,116825.0
19213+3759KOI,116826.0
19213+3745KOI,116828.0
19213+3745KOI,116828.0
19213+2417POU,116829.0
19213+0156BAL,116831.0
19213-1531GWP,116832.0
19213-2232UC,116833.0
19213-2232UC,116833.0
19213-3320RST,116834.0
19214+5054KOI,116836.0
19214+4133KOI,116839.0
19214+4041KOI,116840.0
19214+4041KOI,116840.0
19214+4041KOI,116840.0
19214+3840KOI,116843.0
19214+3241HDS,116844.0
19214+2429POU,116846.0
19214-0356J,116849.0
19215+4527KOI,116853.0
19215+4505DEA,116854.0
19215+4318KOI,116855.0
19215+4231JNN,116857.0
19215+3729KOI,116859.0
19215+3729KOI,116859.0
19215+3728DEA,116861.0
19215+3634ES,116862.0
19215+3634ES,116862.0
19215+3634ES,116862.0
19215+3012HJ,116865.0
19215+2442POU,116866.0
19215+1840TDT,116867.0
19215-4357TDT,116870.0
19216+5223BU,116872.0
19216+4849KOI,116873.0
19216+4811DEA,116875.0
19216+4800KOI,116876.0
19216+4800KOI,116876.0
19216+4316DEA,116878.0
19216+4017KOI,116881.0
19216+3018A,116885.0
19216+2832J,116886.0
19216+2832J,116886.0
19216-1914BU,116888.0
19216-2001ARA,116890.0
19216-6925BRT,116892.0
19216-6925BAU,116893.0
19217+6956ELD,116894.0
19217+5123KOI,116896.0
19217+3821KOI,116901.0
19217+3751KOI,116902.0
19217+2354POU,116904.0
19217+0014BAL,116907.0
19217-1557NOI,116911.0
19217-1715HO,116913.0
19217-1751OCC,116915.0
19217-2228UC,116916.0
19217-2228UC,116916.0
19218+7708HDS,116917.0
19218+5112UC,116918.0
19218+4840KOI,116919.0
19218+4423KOI,116923.0
19218+4034KOI,116924.0
19218+4034KOI,116924.0
19218+4034KOI,116924.0
19218+3952KOI,116927.0
19218-0209TDT,116931.0
19218-1605TDT,116932.0
19218-1803RST,116933.0
19218-1819OCC,116934.0
19218-2023ARA,116935.0
19218-2023ARA,116935.0
19218-2324ARA,116936.0
19218-7125TDT,116939.0
19219+4820KOI,116941.0
19219+4456KOI,116942.0
19219+3808KOI,116943.0
19219+3808KOI,116943.0
19219+3754KOI,116944.0
19219+3754KOI,116944.0
19219-1459RST,116946.0
19219-3109RST,116948.0
19220+7037HDS,116950.0
19220+4627HJ,116954.0
19220+4512KOI,116955.0
19220+4512KOI,116955.0
19220+4329KOI,116956.0
19220+3845KOI,116957.0
19220+3845KOI,116957.0
19220+2512RAS,116958.0
19220+0703CRC,116967.0
19220+0337TDT,116968.0
19221+5347TDT,116972.0
19221+5119DEA,116973.0
19221+3857KOI,116974.0
19221+3053ES,116979.0
19221+3050HJ,116981.0
19221-2619UC,116986.0
19221-2931TOK,116987.0
19221-7029HDS,116989.0
19222+5146DEA,116992.0
19222+4957KOI,116993.0
19222+4808KOI,116994.0
19222+4744KOI,116998.0
19222+4400KOI,117000.0
19222+4106KOI,117001.0
19222+4106KOI,117001.0
19222+4106KOI,117001.0
19222+2502POU,117006.0
19222+2336BKO,117007.0
19222-0735A,117009.0
19222-0735HO,117010.0
19223+6535UC,117015.0
19223+5142KOI,117020.0
19223+4813KOI,117021.0
19223+4041KOI,117022.0
19223+4035KOI,117023.0
19223+3957KOI,117024.0
19223+3957KOI,117024.0
19223+3758COU,117025.0
19223+3758COU,117025.0
19223+2336POU,117027.0
19223-2226I,117032.0
19224+4412KOI,117038.0
19224+4205A,117039.0
19224+4100HJ,117040.0
19224+3823MLB,117041.0
19224+2517TDT,117042.0
19224+2517POU,117043.0
19224+2339POU,117044.0
19224+2339POU,117044.0
19224+0437BAL,117048.0
19224-6432TDT,117053.0
19225+4900KOI,117056.0
19225+4452KOI,117057.0
19225+3842KOI,117058.0
19225+3842KOI,117058.0
19225+3841KOI,117059.0
19225+3841KOI,117059.0
19225+2501POU,117060.0
19225+2418POU,117061.0
19225+2418POU,117061.0
19225-3002JSP,117065.0
19226+6516UC,117067.0
19226+4723HJ,117068.0
19226+4047KOI,117069.0
19226+3825MLB,117070.0
19226+3709ALI,117072.0
19226+1433TDT,117075.0
19226-1136GWP,117076.0
19226-1137HLD,117077.0
19226-1846UC,117079.0
19226-1846UC,117079.0
19226-4428DUN,117081.0
19227+3841KOI,117085.0
19227+3721KOI,117086.0
19227+3721KOI,117086.0
19227+3144STF,117087.0
19227+2914MLB,117088.0
19227+2430POU,117089.0
19227+0415GCB,117093.0
19227-0119J,117094.0
19227-0612JNN,117095.0
19227-0612JNN,117095.0
19227-2859MRA,117098.0
19228+4336KOI,117101.0
19228+3857KOI,117103.0
19228+2445POU,117104.0
19228+2445POU,117104.0
19228+2428POU,117105.0
19228-2046OCC,117107.0
19228-3147PRO,117108.0
19229+5701WAL,117110.0
19229+4406KOI,117112.0
19229+4405KOI,117113.0
19229+4026KOI,117114.0
19229-0849J,117116.0
19229-5425LWR,117120.0
19230+6323STI,117122.0
19230+4544KOI,117123.0
19230+4544KOI,117123.0
19230+4402DEA,117124.0
19230+3840KOI,117128.0
19230+3705KOI,117131.0
19230+3705KOI,117131.0
19230+0744TDT,117134.0
19230-0144HDS,117137.0
19230-3303RST,117139.0
19230-5432CVN,117140.0
19230-5842UC,117142.0
19231+6123STI,117143.0
19231+3955KOI,117145.0
19231+3856KOI,117146.0
19231+3811KOI,117147.0
19231+2342BKO,117150.0
19231-0653RST,117153.0
19231-0733TDT,117154.0
19231-2833RSS,117156.0
19231-5339HDS,117159.0
19232+1320HEI,117172.0
19232-2010HTS,117176.0
19233+4727KOI,117191.0
19233+4015KOI,117194.0
19233+2341POU,117195.0
19233+0931STF,117196.0
19233+0931A,117197.0
19233-0003BAL,117199.0
19233-5143BRT,117204.0
19234+3838KOI,117209.0
19234+3821KOI,117210.0
19234+0210TDT,117216.0
19234-0905TDT,117217.0
19234-1800OCC,117218.0
19234-1800ABH,117221.0
19234-6622TDT,117227.0
19235+7419TDT,117228.0
19235+3816KOI,117229.0
19235+3816KOI,117229.0
19235+3722KOI,117230.0
19235+2234TDT,117231.0
19235+0426TDT,117232.0
19236+4845KOI,117239.0
19236+4845KOI,117239.0
19236+3758KOI,117243.0
19236+3313THA,117244.0
19236+3313BWL,117246.0
19236+2343BVD,117248.0
19236-0430TDT,117252.0
19236-0801TDT,117253.0
19236-1132RST,117254.0
19236-1536TDT,117255.0
19237+4753KOI,117258.0
19237+4217KOI,117259.0
19237+4047KOI,117260.0
19237+4047KOI,117260.0
19237+4038TDS,117261.0
19237+4038TDS,117261.0
19237+4007KOI,117262.0
19237+4007KOI,117262.0
19237+3955KOI,117263.0
19237+3717KOI,117266.0
19237+3710COU,117267.0
19237+2822COU,117268.0
19237+2822COU,117268.0
19237+2354POU,117272.0
19237+2149TDT,117273.0
19237-3857RSS,117275.0
19237-6016HDS,117276.0
19238+5016KOI,117277.0
19238+5016KOI,117277.0
19238+4912KOI,117279.0
19238+4548DEA,117280.0
19238+4029KOI,117281.0
19238+4029KOI,117281.0
19238+3942ABH,117284.0
19238+3942HJ,117295.0
19238+3846RAO,117297.0
19238+3832COU,117298.0
19238+3832COU,117298.0
19238+3742KOI,117299.0
19238+3742KOI,117299.0
19238+2337POU,117302.0
19238-3333UC,117305.0
19239+3828KOI,117309.0
19239+2350POU,117310.0
19239-2148DON,117313.0
19239-2939HJ,117314.0
19239-2939HJ,117314.0
19239-2939HJ,117314.0
19239-6923TDT,117318.0
19240+4454KOI,117321.0
19240+4233KOI,117322.0
19240+4233KOI,117322.0
19240+2437DOO,117325.0
19240+2437GII,117326.0
19240+2433HDS,117327.0
19240-5320HDS,117334.0
19240-6140TDT,117335.0
19240-7002TDS,117338.0
19241+5016KOI,117340.0
19241+4355KOI,117344.0
19241+4228KOI,117346.0
19241+4228KOI,117346.0
19241+4228KOI,117346.0
19241+4015DEA,117348.0
19241+3913KOI,117349.0
19241+3913KOI,117349.0
19241+3842KOI,117350.0
19241+3842KOI,117350.0
19241+3758KOI,117353.0
19241+2815MLB,117356.0
19241+1724BPM,117357.0
19241-2103OCC,117358.0
19241-2103OCC,117358.0
19241-2319B,117359.0
19241-3433RSS,117360.0
19242+6414LDS,117361.0
19242+6414LDS,117361.0
19242+5014KOI,117362.0
19242+5014KOI,117362.0
19242+3901KOI,117365.0
19242+1004TDT,117371.0
19242-4253RSS,117374.0
19242-6300TOK,117375.0
19242-6745TDT,117376.0
19242-7517TDT,117377.0
19243+4729KOI,117378.0
19243+4352KOI,117379.0
19243+4352KOI,117379.0
19243+4337KOI,117380.0
19243+4337KOI,117380.0
19243+4021KOI,117382.0
19243+3156COU,117384.0
19243+2032HDS,117387.0
19243+0305HJ,117391.0
19243+0305J,117392.0
19243-0813TDT,117393.0
19243-1746UC,117394.0
19243-1746UC,117394.0
19243-1751ARA,117395.0
19243-7006RSS,117397.0
19244+6904TDT,117399.0
19244+4239KOI,117401.0
19244+4204KOI,117402.0
19244+3957KOI,117403.0
19244+3908DEA,117404.0
19244+3853KOI,117405.0
19244+3450SEI,117406.0
19244+2543COU,117409.0
19244+1656HDS,117412.0
19244+1447CVR,117414.0
19244+0001BAL,117416.0
19244-1400LEO,117417.0
19244-4302TDT,117419.0
19245+4921DEA,117420.0
19245+4507KOI,117421.0
19245+3855KOI,117423.0
19245+3759KOI,117424.0
19245+2459POU,117425.0
19245+1613TDT,117426.0
19245-7206HEI,117428.0
19246+5528WSP,117430.0
19246+5014BAG,117431.0
19246+4317KOI,117433.0
19246+4053KOI,117434.0
19246+4045KOI,117436.0
19246+3843KOI,117437.0
19246+3746KOI,117438.0
19246+0629HDS,117445.0
19246+0524HDS,117447.0
19246+0432BAL,117448.0
19246+0432BAL,117448.0
19246+0414GCB,117449.0
19246+0414GCB,117449.0
19246-2919LDS,117452.0
19247+5230TDT,117457.0
19247+3912KOI,117459.0
19247+3801KOI,117460.0
19247+3158ARG,117461.0
19247+3158DAM,117462.0
19247+3158DAM,117462.0
19247+3148TDT,117463.0
19247+3148TDT,117463.0
19247+2455POU,117464.0
19247+1005HDS,117469.0
19247+0833WSI,117470.0
19247-1241HDS,117472.0
19247-1803TDT,117473.0
19247-5323FIN,117475.0
19248+4718KOI,117479.0
19248+4235KOI,117480.0
19248+4233KOI,117481.0
19248+4233KOI,117481.0
19248+4227KOI,117483.0
19248+4159KOI,117484.0
19248+3906KOI,117485.0
19248+3845KOI,117486.0
19248+3845KOI,117486.0
19248+3844KOI,117487.0
19248+3844KOI,117487.0
19248+3815KOI,117489.0
19248+2856ES,117490.0
19248+2505POU,117492.0
19248+2505POU,117492.0
19248+2502POU,117493.0
19248+2159SLE,117495.0
19248+0911J,117497.0
19248+0254BAL,117498.0
19248+0235BAL,117499.0
19248+0235FYM,117500.0
19248+0231J,117501.0
19248-0349GWP,117502.0
19248-5615TDT,117504.0
19249+4702KOI,117508.0
19249+4456KOI,117509.0
19249+4456KOI,117509.0
19249+3919RAO,117510.0
19249+3919RAO,117510.0
19249-3439UC,117521.0
19249-6544B,117525.0
19250+4401KOI,117526.0
19250+4013KOI,117527.0
19250+4013KOI,117527.0
19250+4013KOI,117527.0
19250+3746KOI,117529.0
19250+3746KOI,117529.0
19250+3001HDS,117530.0
19250+3001HDS,117530.0
19250+1157STT,117532.0
19250+1157COM,117534.0
19250+1157LLO,117535.0
19250-1730OCC,117537.0
19250-5659TDT,117538.0
19251+4915KOI,117539.0
19251+4915KOI,117539.0
19251+4431COU,117540.0
19251+4431COU,117540.0
19251+4336KOI,117541.0
19251+4336KOI,117541.0
19251+4245KOI,117542.0
19251+4242KOI,117543.0
19251+4206KOI,117544.0
19251+4206KOI,117544.0
19251+4044KOI,117545.0
19251+4044KOI,117545.0
19251+4044KOI,117545.0
19251+4044KOI,117545.0
19251+3511HJ,117549.0
19251+2213COU,117551.0
19251-1328TDT,117555.0
19251-2303RST,117556.0
19251-2551UC,117559.0
19251-2919HJ,117560.0
19251-5532UC,117563.0
19252+4915KOI,117564.0
19252+4915KOI,117564.0
19252+4340ES,117565.0
19252+4237KOI,117568.0
19252+4237KOI,117568.0
19252+4236KOI,117569.0
19252+4236KOI,117569.0
19252+4155KOI,117570.0
19252+4155KOI,117570.0
19252+0415J,117576.0
19252-0309RST,117578.0
19252-1858ARA,117580.0
