wds_identifier,wds_rownum
10110-7434TDS,64721.0
10110-7446TDS,64722.0
10111+1531A,64724.0
10111+0515OCC,64725.0
10111-1922XMI,64728.0
10111-3244TDS,64730.0
10111-5811JSP,64732.0
10111-5811JSP,64732.0
10111-5812JSP,64734.0
10111-7227HDS,64735.0
10112+0855DVG,64741.0
10112-3245HDS,64742.0
10112-6238JAW,64743.0
10113+0956SMH,64751.0
10113-4148TDS,64755.0
10113-4539TDS,64756.0
10113-4539TDS,64756.0
10113-4838B,64757.0
10113-5117B,64758.0
10113-5745TDS,64759.0
10113-5745TDS,64759.0
10114+4927ENG,64762.0
10114+4927BUP,64763.0
10114+4927BUP,64763.0
10114-5932TDS,64770.0
10115+5403TDS,64774.0
10115-3924I,64779.0
10116+1321HU,64785.0
10116-1503RST,64787.0
10116-5953KPP,64788.0
10117+1416LDS,64790.0
10117-3952RST,64792.0
10117-4215TDS,64793.0
10117-4215TDS,64793.0
10117-5850RST,64802.0
10117-6854SKF,64803.0
10118+4222POP,64806.0
10118+0317HEI,64808.0
10118+0317DAM,64809.0
10118-5734TDS,64814.0
10118-6115TDS,64815.0
10118-6409RST,64816.0
10118-6409RST,64816.0
10119+4424TDS,64818.0
10119-4146DAM,64822.0
10119-6348HRG,64824.0
10120+2740TDS,64826.0
10120-0612HO,64829.0
10120-2836B,64830.0
10120-4400TDS,64832.0
10121+2118A,64837.0
10121-0241DEL,64838.0
10121-3224TDS,64840.0
10121-5317TDS,64841.0
10121-5720BRT,64843.0
10122+2854TDS,64847.0
10122-4847I,64854.0
10123-3124WSI,64863.0
10123-3222RSS,64864.0
10123-3222RSS,64864.0
10123-3821COO,64865.0
10123-3905TDS,64866.0
10123-3905TDS,64866.0
10124-4215TDS,64872.0
10124-4751BRT,64873.0
10124-4751BRT,64873.0
10124-5058TDS,64874.0
10125+1552HDS,64879.0
10125+0245DAM,64884.0
10125-3256TDS,64885.0
10126+6032HU,64888.0
10126+4901HDS,64889.0
10126+4901HDS,64889.0
10126-3225TDS,64891.0
10126-4615TDS,64893.0
10126-5123B,64894.0
10126-5123SIN,64895.0
10127-6057TDS,64902.0
10127-6119JAW,64903.0
10127-6413RST,64904.0
10127-6413DAM,64906.0
10128+0442SKF,64909.0
10128-5127TDS,64913.0
10129+7143TDS,64915.0
10129+0221BAL,64918.0
10129-4729DAM,64921.0
10129-5602TDS,64925.0
10130+2321RAO,64929.0
10130-4723TDS,64932.0
10130-4723RST,64933.0
10132+4352UC,64947.0
10132+1147HEI,64948.0
10132-4152TDS,64955.0
10132-5231CVN,64956.0
10133-4720DAM,64975.0
10133-5505TDS,64977.0
10133-7117TDS,64979.0
10134+2800TDS,64980.0
10134-4843TDS,64985.0
10134-6705DON,64991.0
10135-3940TDS,64997.0
10135-5145RST,64998.0
10135-6143TDS,64999.0
10136+5116WAA,65002.0
10137-4133TDS,65014.0
10137-6512FIN,65016.0
10138+6330ES,65017.0
10138+6211TDS,65018.0
10138+6121TDS,65019.0
10138+1051OCC,65024.0
10138-4801HDS,65027.0
10138-6157TDS,65028.0
10139+0246HEI,65035.0
10139-4245TDS,65037.0
10139-4902BRT,65038.0
10139-4902BRT,65038.0
10140+4313HDS,65042.0
10140+2227COU,65047.0
10140+2227UC,65048.0
10141+5348TDS,65055.0
10142-7636KOH,65070.0
10143+2104BWL,65073.0
10143+1207HDS,65074.0
10143-1235HDS,65079.0
10143-4807CPO,65082.0
10143-5447TDS,65083.0
10143-5447TDS,65083.0
10143-5559TDS,65084.0
10144+2638TDS,65087.0
10144+2557TDS,65088.0
10144+0844OCC,65090.0
10144-2315DAM,65092.0
10144-2315DAM,65092.0
10144-5736TDS,65097.0
10145+0213RAO,65102.0
10145-6118TDS,65108.0
10146-0303RST,65113.0
10146-3731DAM,65117.0
10146-4338SIN,65119.0
10146-4909CPO,65121.0
10146-5518HDS,65122.0
10147-0110HJ,65125.0
10147-2744RST,65127.0
10147-3732TDS,65131.0
10147-3945RST,65132.0
10147-3945RST,65132.0
10147-4722BRT,65133.0
10147-4909DAM,65134.0
10147-6341DAM,65135.0
10147-6341DAM,65135.0
10148+0509HDS,65136.0
10148-4155TDS,65141.0
10148-6345TDS,65144.0
10149-2738RST,65150.0
10149-4443DAM,65152.0
10149-4709GJ,65154.0
10149-4709GJ,65154.0
10149-4709GJ,65154.0
10149-4709GJ,65154.0
10149-4709GJ,65154.0
10149-4709GJ,65154.0
10149-4709GJ,65154.0
10149-4709GJ,65154.0
10149-4709GJ,65154.0
10149-4709GJ,65154.0
10150-4242TDS,65168.0
10150-5443DAM,65170.0
10150-5928TDS,65171.0
10151+6443HDS,65172.0
10151-2445DON,65179.0
10151-5533SEE,65180.0
10151-5533I,65181.0
10151-6709TDS,65186.0
10152+1153HU,65192.0
10152+1153DAM,65193.0
10152-3341UC,65197.0
10152-5828TDS,65199.0
10152-6823DON,65201.0
10153+4726UC,65202.0
10153-4450TDS,65210.0
10154-4121HDS,65214.0
10155-2925LDS,65216.0
10156-3528TDS,65221.0
10156-3529JSP,65222.0
10156-5430TDS,65227.0
10157+6149TDS,65229.0
10157+1810RAO,65231.0
10157-3129HDS,65239.0
10157-5718TDS,65242.0
10157-6944DAM,65244.0
10158+5102AZC,65245.0
10158-3600BRT,65249.0
10158-4026B,65250.0
10158-4026B,65250.0
10158-4834TDS,65252.0
10158-6824MLO,65257.0
10159+5954TDS,65258.0
10159-4013TDS,65267.0
10159-4130DAM,65268.0
10159-6334TDS,65271.0
10160+4607RAO,65274.0
10160+1200ABH,65280.0
10160-3930RSS,65284.0
10160-5752WFC,65286.0
10161-0048DAM,65289.0
10161-2837TOK,65290.0
10161-5752WFC,65293.0
10161-5954HU,65294.0
10162+4844HU,65297.0
10162-1113LDS,65300.0
10162-4339TDS,65301.0
10162-5548TDS,65304.0
10162-5828TDS,65305.0
10163-2859I,65310.0
10163-4624B,65311.0
10163-5820WFC,65314.0
10165-3122RST,65326.0
10166+7057FYM,65328.0
10166-2054SHN,65335.0
10166-3344SHN,65336.0
10166-4521TDS,65338.0
10166-5122BRT,65339.0
10167-6820BRT,65351.0
10168+1822HJ,65354.0
10168-2040HLD,65359.0
10168-3304HDS,65360.0
10168-5759HJ,65362.0
10168-5759SIN,65363.0
10168-5759SIN,65363.0
10168-5823TDS,65364.0
10168-5823TDS,65364.0
10169+3935RAO,65366.0
10169+2552BUP,65367.0
10169+2552SKF,65368.0
10169+2229A,65369.0
10169+2229A,65369.0
10169+0815OCC,65370.0
10169+0225YSC,65371.0
10169-1042KPP,65373.0
10170+6643HJ,65378.0
10170-6642DAM,65386.0
10170-7945UC,65387.0
10171+4724TDS,65388.0
10171+1309BOY,65390.0
10171+1309JMS,65391.0
10171-4901RST,65395.0
10171-6030TDS,65397.0
10171-6120B,65398.0
10171-6819DAM,65400.0
10172-2256B,65404.0
10172-4406TDS,65407.0
10172-7252HEI,65410.0
10172-7252HEI,65410.0
10172-7252HEI,65410.0
10173-4849KPP,65419.0
10173-5031TDS,65420.0
10174-3245TDS,65427.0
10174-4505RSS,65429.0
10174-5354CVN,65430.0
10174-5401TDS,65459.0
10174-5401TDS,65459.0
10175-1737FAR,65463.0
10175-6526HDS,65469.0
10176-5105BRT,65478.0
10176-5639LDS,65479.0
10177-5102DAM,65484.0
10178+2000A,65489.0
10178-7204HJ,65495.0
10179+0213CVR,65499.0
10179-3308TDS,65502.0
10179-3423RSS,65503.0
10179-4821RST,65504.0
10180+5609DAM,65505.0
10180+1711A,65507.0
10180+0721SKF,65508.0
10180-5930FIN,65514.0
10181-0130TSN,65522.0
10181-3211RST,65529.0
10181-4220DAM,65532.0
10181-5705RST,65537.0
10182+5230TDS,65538.0
10182+5230TDS,65538.0
10182+0805A,65540.0
10182+0731YSC,65541.0
10182-0303BAL,65543.0
10182-4807CPO,65546.0
10182-4908CPO,65548.0
10182-5049HU,65550.0
10182-5049HU,65550.0
10183+0841YSC,65555.0
10183-0326RST,65556.0
10183-0326RST,65556.0
10183-0326BAL,65557.0
10183-4906RST,65565.0
10184+5607DAM,65568.0
10184+4346POP,65569.0
10184+1050OCC,65571.0
10184-1849LDS,65574.0
10184-3148TDS,65576.0
10184-3948TDS,65577.0
10184-4714RST,65578.0
10184-4714RST,65578.0
10184-4852CPO,65580.0
10184-5629TDS,65581.0
10185+7833LDS,65583.0
10185-3150LWR,65589.0
10186+3612TDS,65593.0
10186-1143LDT,65595.0
10186-4244TDS,65600.0
10186-4955B,65602.0
10186-5823TDS,65604.0
10186-5951TDS,65605.0
10187+5055DAM,65606.0
10187+4443RAO,65607.0
10187+2155COU,65608.0
10187+0851GWP,65609.0
10187-5917TDS,65616.0
10187-6842DAM,65617.0
10188+7333TDS,65618.0
10188-2638RST,65621.0
10188-5950TDS,65626.0
10188-6319B,65628.0
10189-4341TDS,65635.0
10189-5521TDS,65637.0
10190-5037TDS,65641.0
10191+5058TDS,65643.0
10191-2310I,65647.0
10191-6043JSP,65651.0
10192+2034STF,65654.0
10192+1850COU,65656.0
10192-0502GWP,65660.0
10192-6106B,65662.0
10193-1232RST,65669.0
10193-5927TDS,65671.0
10193-7654TDS,65673.0
10194-2517RSS,65677.0
10195+1036OCC,65680.0
10195-4242TDS,65683.0
10195-6046JSP,65684.0
10195-6046JSP,65684.0
10195-6046JSP,65684.0
10196+0003HJ,65689.0
10196-4658DAM,65691.0
10196-4827BRT,65692.0
10196-5138DAM,65693.0
10196-5216RST,65694.0
10196-5724FIN,65695.0
10196-6041JSP,65696.0
10197+1928WNO,65698.0
10197-4025TDS,65700.0
10198+0554OCC,65702.0
10198-3036RST,65704.0
10198-6841TDS,65707.0
10199+6055TDS,65709.0
10199+5628UC,65710.0
10199-4148LDS,65719.0
10199-4205TDS,65721.0
10199-4706RSS,65722.0
10199-5134RST,65723.0
10200+1950STF,65728.0
10200+1950STF,65728.0
10200+1950STF,65728.0
10200+1950STF,65728.0
10200+1950STF,65728.0
10200+1950BAG,65732.0
10200+1950STF,65733.0
10200+1950FYM,65734.0
10200-5934TDS,65739.0
10201+4743TDS,65742.0
10201+4743ES,65743.0
10201-0351TDS,65746.0
10201-4206DAM,65751.0
10201-4327TDS,65752.0
10201-4327TDS,65752.0
10201-4420TDS,65753.0
10201-4420TDS,65753.0
10201-6135HOA,65754.0
10201-6135HOA,65754.0
10201-6135HOA,65754.0
10201-6135DAM,65755.0
10201-6135DAM,65755.0
10201-6135HOA,65756.0
10201-6135HOA,65756.0
10202+0245HEI,65760.0
10202-4622TDS,65766.0
10202-5440RST,65767.0
10202-5440RST,65767.0
10202-5900TDS,65768.0
10202-5900TDS,65768.0
10202-6323TDS,65769.0
10202-6323TDS,65769.0
10202-8139HDS,65770.0
10203+1753COU,65771.0
10203+1753COU,65771.0
10203-5602TDS,65776.0
10203-6222JSP,65777.0
10204+0310HDS,65785.0
10204+0156BAL,65786.0
10204-6320FIN,65788.0
10204-6320SIN,65789.0
10205+6316TDS,65791.0
10205+0626STF,65794.0
10205+0626STF,65794.0
10205+0626STF,65794.0
10205-4355TDS,65797.0
10205-5332RST,65800.0
10205-5816TDS,65802.0
10205-5816TDS,65802.0
10205-5940B,65803.0
10205-5940B,65803.0
10205-5941TDS,65804.0
10206+7152TDS,65806.0
10206-3245BRT,65812.0
10206-4830BRT,65813.0
10206-4830BRT,65813.0
10207+0943OSW,65820.0
10207-5025TDS,65824.0
10207-6311YMG,65826.0
10208-2938SHN,65835.0
10208-4043TDS,65836.0
10208-4252DON,65837.0
10208-5018TDS,65838.0
10208-5408TDS,65839.0
10208-5408TDS,65839.0
10208-6217DAM,65840.0
10208-6217DAM,65840.0
10208-6218JSP,65841.0
10208-6218JSP,65841.0
10208-6804HDS,65843.0
10209+7009TDS,65844.0
10209+6015YSC,65845.0
10209-0641OSO,65847.0
10209-4802BRT,65850.0
10209-6220DAM,65853.0
10209-6933BRT,65854.0
10210+1809COU,65855.0
10210+1809COU,65855.0
10210-5023RST,65857.0
10211-1744TOK,65861.0
10211-2250DON,65863.0
10212+2642HDS,65867.0
10212+0741CVR,65868.0
10212+0741CVR,65868.0
10212-0304BUG,65870.0
10212-1736TOK,65871.0
10212-3240TDS,65873.0
10212-5143I,65874.0
10212-5700TDS,65876.0
10212-5700TDS,65876.0
10213+5023HDS,65879.0
10214+2539CVR,65885.0
10214-1452RST,65886.0
10214-2616HDS,65887.0
10214-5540TDS,65890.0
10215-2948BRT,65898.0
10215-2956HDS,65899.0
10216+3754LDS,65905.0
10216-0818UC,65907.0
10216-2049DAM,65908.0
10216-2049DAM,65908.0
10216-5659DAM,65910.0
10217+4752TDS,65911.0
10217-5403TDS,65916.0
10218+6105TDS,65919.0
10218+0637OCC,65927.0
10218-0627TDS,65929.0
10218-3957TDS,65931.0
10218-4430LDS,65932.0
10219+5933TOK,65933.0
10219+3704BFR,65934.0
10219-1419RST,65938.0
10219-2536B,65939.0
10221+6055TDS,65944.0
10221+0516OCC,65948.0
10221-3233CVN,65951.0
10221-4004TDS,65956.0
10221-5504TDS,65958.0
10222+4114RBR,65965.0
10222-4038TDS,65970.0
10222-4226TDS,65971.0
10222-4520RST,65972.0
10222-4520RST,65972.0
10223-3225I,65981.0
10223-4042TDS,65982.0
10223-5722RST,65983.0
10223-6001TDS,65984.0
10223-6001TDS,65984.0
10224+7158TDS,65987.0
10224+0948OCC,65989.0
10224-2323ARA,65992.0
10224-2851SKF,65993.0
10225+5030HDS,65995.0
10226+7059TDS,66005.0
10226+2238POU,66006.0
10226-5656TDS,66009.0
10226-5740B,66010.0
10227+3956HDS,66011.0
10227-2350B,66016.0
10227-4246B,66018.0
10227-4246B,66018.0
10228+5836SLW,66021.0
10228-6603LDS,66029.0
10229+3410HJL,66031.0
10229-5000TDS,66034.0
10230-4202TDS,66038.0
10231-5032TOK,66042.0
10231-6557BRT,66043.0
10231-6557BRT,66043.0
10232+0542TOK,66045.0
10232-0141TDS,66047.0
10232-5328WFC,66048.0
10232-5328WFC,66048.0
10233-5800TDS,66058.0
10234-1614TDS,66060.0
10234-4918TDS,66062.0
10235-3206TDS,66067.0
10235-4111TDS,66068.0
10235-4341TDS,66069.0
10235-4341TDS,66069.0
10236+5825DAM,66071.0
10236-4720TDS,66086.0
10236-6639I,66087.0
10237-1955HLD,66092.0
10238+4935HDS,66096.0
10238-3830B,66100.0
10238-4415I,66101.0
10238-5659BRT,66104.0
10239-5728RST,66109.0
10239-5728DAM,66110.0
10239-7043TDS,66111.0
10240-3254TDS,66118.0
10240-4055TDS,66119.0
10240-4100TDS,66120.0
10240-4106TDS,66121.0
10240-4130WG,66123.0
10240-5237TDS,66124.0
10241-4312TDS,66129.0
10241-4449TDS,66130.0
10241-5529RST,66132.0
10242-2029ARA,66138.0
10243+6113TDS,66141.0
10243+4717SHN,66142.0
10243+1157RAO,66144.0
10243-5657BRT,66147.0
10244-5616JSP,66155.0
10244-6514HDS,66159.0
10245+1546TDS,66162.0
10245-5633BRT,66163.0
10245-5633BRT,66163.0
10245-5945TDS,66164.0
10245-5957TDS,66165.0
10245-5957TDS,66165.0
10246-0011SLW,66169.0
10246-0629SCA,66170.0
10246-2558RST,66171.0
10247-0612GWP,66173.0
10247-3310RST,66176.0
10247-4611HJ,66178.0
10248-4323TDS,66185.0
10248-5358TDS,66186.0
10248-5358TDS,66186.0
10248-5801WFC,66188.0
10249+0431HDS,66190.0
10249-5008COO,66193.0
10250+7206HJ,66195.0
10250-5407TDS,66202.0
10250-5705HDS,66203.0
10252+0100A,66211.0
10252-5652TDS,66212.0
10253-1956UC,66220.0
10254+0511OCC,66223.0
10254-2912YSC,66228.0
10254-4136TDS,66229.0
10254-4136TDS,66229.0
10254-4339TDS,66230.0
10254-5845I,66232.0
10254-5854RST,66233.0
10255-4241CPO,66239.0
10255-5156TDS,66240.0
10255-6504HDS,66242.0
10256-6021TDS,66249.0
10257+2944TDS,66252.0
10257-2659B,66256.0
10257-7121TDS,66257.0
10258-3412HJ,66260.0
10258-4757SWR,66262.0
10258-5637RST,66263.0
10259+4642TDS,66266.0
10259+4628COU,66267.0
10259+4628COU,66267.0
10259-4421TDS,66273.0
10260+6436CVR,66275.0
10260+0256A,66277.0
10260-4215TDS,66279.0
10260-5305B,66280.0
10260-5305B,66280.0
10261+6145TDS,66282.0
10261+1821COU,66286.0
10261-5815KPP,66292.0
10261-5837R,66293.0
10262+5429TDS,66298.0
10262+0356BU,66303.0
10262+0302DJU,66304.0
10262-3548TDS,66307.0
10262-5818BRT,66312.0
10262-6318TOK,66313.0
10263-5353HJ,66316.0
10263-5807TDS,66319.0
10263-5820RST,66320.0
10264+6153DAM,66322.0
10264+2545HDS,66324.0
10264-0155RST,66327.0
10264-6249TDS,66330.0
10265+4603A,66331.0
10265+3418TDS,66332.0
10266-4607TDS,66339.0
10267-0632SKF,66341.0
10267-4740RST,66345.0
10267-5948TDS,66346.0
10268+3351TDS,66347.0
10268+2904KU,66348.0
10268-6254HDS,66351.0
10269+6311TDS,66353.0
10269+1931COU,66357.0
10269+1713STT,66358.0
10269+1110HJ,66359.0
10269-1811TDS,66361.0
10269-3626HDS,66362.0
10269-5340TOK,66363.0
10269-6040B,66365.0
10269-6040B,66365.0
10269-6040B,66365.0
10269-6040B,66365.0
10269-6040B,66365.0
10270+6722A,66370.0
10270+5507RAO,66373.0
10270-7316RSS,66376.0
10271-4947HJ,66384.0
10271-5008R,66385.0
10271-5745TDS,66386.0
10271-6200HDS,66387.0
10271-6200TDS,66388.0
10271-6830MLO,66389.0
10272+6320LDS,66390.0
10272-4504TDS,66391.0
10272-5149DAM,66395.0
10272-5430BRT,66396.0
10272-5518TDS,66397.0
10273-5132TDS,66404.0
10273-5706RST,66405.0
10273-5706RST,66405.0
10274+4949RAO,66406.0
10274+2806TDS,66407.0
10275+0513GWP,66413.0
10275+0334STT,66414.0
10275-0328TDS,66415.0
10275-4510DON,66417.0
10276+5154TDS,66418.0
10276-1506RST,66421.0
10276-2824RST,66422.0
10277+0353TDS,66423.0
10277-5135RST,66427.0
10278-3842I,66434.0
10279+3642HU,66439.0
10280+3029RAO,66441.0
10280-4826TOI,66445.0
10280-5653BRT,66446.0
10282-0450DAM,66458.0
10282-0636SCA,66460.0
10282-2548FIN,66462.0
10282-2548B,66463.0
10282-4736TDS,66464.0
10283-2416TOK,66472.0
10283-6310HDS,66476.0
10285+4733HU,66485.0
10285+3158TDS,66486.0
10285+1309STF,66487.0
10285-3534UC,66488.0
10286-3340HDS,66492.0
10286-4140TDS,66494.0
10286-5845ALD,66496.0
10287+4558A,66497.0
10287+4558A,66497.0
10287-2346RST,66500.0
10287-2421DAM,66502.0
10288+6300OSO,66509.0
10288-7010TDS,66516.0
10289+3453SHY,66517.0
10290+6017TDS,66523.0
10290+3452A,66524.0
10290+3452A,66524.0
10290+3452A,66524.0
10290-5008TDS,66533.0
10290-5603JSP,66534.0
10290-5603JSP,66534.0
10290-8037DAM,66536.0
10291+6017TDS,66538.0
10291-0442RST,66544.0
10291-2054ARA,66545.0
10292+3718RAO,66547.0
10292+1009STT,66548.0
10292+1009STT,66548.0
10292-4234TDS,66550.0
10292-4626B,66551.0
10292-5737KRV,66552.0
10292-5737KRV,66552.0
10292-6031JSP,66553.0
10292-6031JSP,66553.0
10292-6031HLN,66554.0
10293+3103RAO,66556.0
10294+7932LDS,66559.0
10294+1211HDS,66560.0
10294+0615A,66561.0
10295+5242RAO,66568.0
10295-4609TDS,66571.0
10295-5246B,66572.0
10295-6013DAM,66574.0
10296+5611HJ,66575.0
10296-3036H N,66581.0
10296-3521DBR,66582.0
10296-3521DBR,66582.0
10296-4303HDS,66583.0
10296-5456TDS,66584.0
10296-5713TDS,66585.0
10296-5713TDS,66585.0
10296-6013B,66586.0
10296-6013B,66586.0
10296-6013B,66586.0
10297+8415DRS,66588.0
10297+8415DRS,66588.0
10297+0129LAF,66589.0
10297-2858LDS,66593.0
10297-4352B,66595.0
10297-5205RST,66596.0
10297-6210TDS,66597.0
10298+2545LDS,66599.0
10298-3519DBR,66603.0
10298-4119TDS,66606.0
10298-5435BRT,66609.0
10298-6333B,66610.0
10299+3025TDS,66612.0
10299-0457J,66615.0
10300-6243RST,66625.0
10301+5306TDS,66627.0
10301+3502HDS,66628.0
10302+4532ES,66639.0
10302-4553B,66647.0
10303+5626TDS,66651.0
10303-5659TDS,66654.0
10303-6005JSP,66656.0
10303-6005TDS,66657.0
10304-5529BRT,66669.0
10305+0704OCC,66674.0
10306+0918OSW,66681.0
10307+0354OCC,66686.0
10308+1450TDS,66694.0
10308-2644RST,66695.0
10308-4508TDS,66696.0
10309-2629UC,66700.0
10309-3616RST,66701.0
10309-3616RST,66701.0
10309-5244TDS,66702.0
10309-5818TDS,66703.0
10310-0738STF,66706.0
10310-2138DON,66708.0
10310-2138DON,66708.0
10310-2138DON,66708.0
10310-6000TDS,66711.0
10310-6015KPP,66712.0
10310-7313HJ,66714.0
10311-6135I,66722.0
10311-6741LDS,66724.0
10312+5410TDS,66726.0
10312+0847TDS,66728.0
10312-3041TDS,66730.0
10312-4507TDS,66734.0
10312-4609COO,66735.0
10312-6858DAM,66737.0
10314-5343HJ,66747.0
10314-6258B,66750.0
10315+7035TDS,66751.0
10315+7035TDS,66751.0
10315-4157SWR,66759.0
10315-4438TDS,66761.0
10316+6836TDS,66763.0
10316+4316SHY,66765.0
10316-4545TDS,66771.0
10317+7017TDS,66774.0
10317+4734TDS,66775.0
10317-4429B,66784.0
10317-5741JSP,66785.0
10317-5741JSP,66785.0
10318+5706LDS,66786.0
10318+5706RAO,66787.0
10318+5706RAO,66787.0
10318-3914RST,66789.0
10318-5804TDS,66790.0
10318-5825BRT,66791.0
10320+0831YSC,66809.0
10320-3911DAM,66812.0
10320-4346TDS,66814.0
10320-5446HDS,66817.0
10321-2828RST,66827.0
10321-4915TDS,66830.0
10321-5046TDS,66834.0
10322-0812A,66838.0
10322-5951COO,66840.0
10323+5428DAM,66841.0
10323+5428DAM,66841.0
10323+2427HDS,66845.0
10323+0439OCC,66846.0
10323-4601TDS,66852.0
10324-4111HDS,66856.0
10324-5644FIN,66857.0
10325+2739HJ,66860.0
10325-1203SCA,66862.0
10325-1230SCA,66863.0
10326+5431TDS,66869.0
10326+2943COU,66871.0
10326+0556OCC,66872.0
10326+0247SLW,66873.0
10326-3644CRI,66875.0
10327-4118TDS,66880.0
10327-4441CVN,66881.0
10327-6420TDS,66889.0
10327-7702KPP,66890.0
10328+0918WRH,66891.0
10328-2050ARA,66893.0
10328-6022JSP,66897.0
10329-2637HDS,66898.0
10329-3459WSP,66900.0
10329-4700YSJ,66902.0
10329-6139VOU,66904.0
10330-3956FIN,66907.0
10330-4935TDS,66909.0
10330-6144YMG,66910.0
10331+2751LDS,66914.0
10331+2052COU,66915.0
10331+2052COU,66915.0
10331-5734HDS,66920.0
10331-5939TDS,66921.0
10331-5939TDS,66921.0
10332-1147SCA,66931.0
10332-5758JSP,66933.0
10332-5830GAA,66934.0
10332-5830EVS,66935.0
10332-5830KRV,66938.0
10333+0622OCC,66941.0
10333-2659B,66946.0
10333-4955B,66950.0
10334+0553HJ,66956.0
10334-1228SCA,66957.0
10335+1800CVR,66962.0
10335-5546RST,66967.0
10336+3934UC,66969.0
10336+1351BPM,66971.0
10336-0610RST,66972.0
10337+2045COU,66977.0
10337-0135SLW,66978.0
10337-0706RST,66979.0
10337-5546TDS,66981.0
10338-5106HDS,66985.0
10338-5955TDS,66986.0
10338-5955TDS,66986.0
10338-6011TDS,66987.0
10338-6011TDS,66987.0
10339+4158SIN,66989.0
10339-6007JSP,66995.0
10339-8028UC,66996.0
10340+4612A,66998.0
10340+3940SHN,66999.0
10340+1631BPM,67001.0
10340-3752TDS,67005.0
10341+1251BPM,67008.0
10341+1222CHR,67009.0
10342+7640TDS,67016.0
10343+6141TDS,67022.0
10343+1802YSC,67023.0
10343-4629B,67029.0
10343-7110HDS,67031.0
10344+2136HU,67034.0
10344+2136STF,67035.0
10345-0641GWP,67042.0
10345-1219SCA,67043.0
10345-1219SCA,67045.0
10345-3721RST,67048.0
10345-5135TDS,67049.0
10345-5417TDS,67050.0
10345-5417TDS,67050.0
