wds_identifier,wds_rownum
12507+2032HU,78608.0
12507+2032TOK,78609.0
12507+2032TOK,78609.0
12507-3400SEE,78610.0
12507-4127TDS,78611.0
12507-4941TDS,78612.0
12507-6520RST,78613.0
12507-6520RST,78613.0
12508+5022TDS,78614.0
12508+1302RAO,78618.0
12508+0806HDS,78620.0
12508-5906TDS,78624.0
12509-1528GWP,78629.0
12509-5743TOK,78631.0
12510+5959HU,78632.0
12510+3129HDS,78633.0
12510-4140TDS,78635.0
12510-6911TDS,78636.0
12510-6911TDS,78636.0
12510-7137TDS,78637.0
12511+7117LDS,78638.0
12511-5234TDS,78642.0
12512+0043SKF,78645.0
12512-5757TDS,78650.0
12512-6036TDS,78651.0
12512-6036TDS,78651.0
12513+0743UC,78654.0
12513-1151OCC,78655.0
12513-5025TDS,78656.0
12513-5025TDS,78656.0
12513-5127TDS,78657.0
12513-5127TDS,78657.0
12514+2800SHN,78658.0
12514+2800SHN,78658.0
12514+2616LDS,78659.0
12514+2616LDS,78659.0
12514+2206CFN,78660.0
12514-5055TDS,78666.0
12515+2207RAO,78669.0
12515-3400RST,78671.0
12516-4221RSS,78674.0
12517-5751TDS,78682.0
12519+2647HDS,78688.0
12519-4204WSP,78698.0
12520-2648B,78711.0
12520-6033HEI,78712.0
12520-6033HEI,78712.0
12521-0720UC,78717.0
12521-0831OCC,78718.0
12521-6037JSP,78720.0
12523+4822YSC,78727.0
12523+2908LDS,78730.0
12523-5908TDS,78734.0
12524+5017COU,78736.0
12524+1757KRW,78738.0
12524-5452TDS,78743.0
12525+3155HJ,78745.0
12525+2910SMH,78747.0
12525+0712ABH,78750.0
12525-5904HRG,78754.0
12526+2342COU,78757.0
12527-2519TDS,78762.0
12528+2936LDS,78771.0
12528+1225TOK,78772.0
12528-3919B,78773.0
12528-3919B,78773.0
12528-6656DON,78774.0
12529+3116SHN,78776.0
12530+1502YSC,78781.0
12530-4406TOI,78786.0
12530-4532RST,78787.0
12530-4532RST,78787.0
12530-6051VVV,78789.0
12530-7148HEI,78790.0
12530-7148HEI,78790.0
12531-1318HDS,78795.0
12531-6000TDS,78796.0
12532+2859YSC,78798.0
12532-0333CHR,78799.0
12532-3923SEE,78800.0
12532-6044B,78802.0
12532-6044B,78802.0
12533+4246COU,78803.0
12533+4246COU,78803.0
12533+2115STF,78804.0
12533-1831RST,78811.0
12533-5017TDS,78813.0
12535-4802TDS,78826.0
12535-5147TDS,78827.0
12535-6021JSP,78828.0
12535-6021JSP,78828.0
12536+3758STF,78829.0
12536-4823RST,78835.0
12536-6021HDS,78836.0
12536-6025JSP,78837.0
12537+7144HDS,78838.0
12537+0351SLW,78841.0
12537-2724TOK,78843.0
12538+2742LDS,78847.0
12538+0854SLW,78848.0
12538-6022CRU,78850.0
12538-6022CRU,78850.0
12538-6022CRU,78850.0
12539+2438YSC,78854.0
12539-6022DAM,78859.0
12539-6022DAM,78859.0
12539-6023JSP,78861.0
12540+5558BLM,78862.0
12540-6020B,78869.0
12540-6050DAM,78872.0
12540-6324TDS,78873.0
12541+2255LDS,78875.0
12541-1006OCC,78876.0
12541-5558RST,78878.0
12541-6049DAM,78879.0
12541-6049DAM,78879.0
12542+1119HDS,78885.0
12542-2924RST,78887.0
12542-4635HTS,78888.0
12543-1139CHR,78897.0
12543-5758TDS,78901.0
12543-7002HDS,78902.0
12543-7010BRT,78903.0
12544+4251TDS,78906.0
12544-0932OCC,78912.0
12544-1528GWP,78913.0
12544-5826EVS,78916.0
12544-6053TDS,78918.0
12544-6053TDS,78918.0
12545-5945TDS,78925.0
12546+5819WIS,78926.0
12546-5711SHT,78933.0
12546-6111TDS,78935.0
12547+4615TDS,78936.0
12547-0200CVR,78938.0
12547-3629TDS,78940.0
12547-3930TOK,78941.0
12547-4508B,78942.0
12547-4508B,78942.0
12547-4508B,78942.0
12547-5753TDS,78945.0
12547-5909BLK,78946.0
12547-5909SHT,78947.0
12548+4049JNN,78951.0
12548-0738TDS,78953.0
12549-0620LDS,78957.0
12550+3118JNN,78964.0
12550-5552WIS,78966.0
12550-5910BLK,78967.0
12550-8507RST,78968.0
12550-8507RST,78968.0
12550-8507B,78969.0
12551-5901BLK,78973.0
12551-6338JNN,78974.0
12551-6926TDS,78978.0
12552-7658SZR,78981.0
12553-6820DON,78988.0
12554+6953A,78990.0
12556+5706MLR,78996.0
12556+2933SKF,79000.0
12556+1219UC,79003.0
12556+0324BUP,79004.0
12556-2944TDS,79006.0
12556-4710TDS,79008.0
12556-5239TDS,79009.0
12556-5311TDS,79010.0
12556-5311TDS,79010.0
12556-6900HDS,79011.0
12557-3520WIS,79014.0
12558-4245TDS,79020.0
12558-4857TDS,79022.0
12559-0604ARU,79026.0
12559-5526TDS,79028.0
12560+5305TDS,79030.0
12560+3819TOK,79032.0
12560-1257SJM,79040.0
12560-1257SKF,79041.0
12560-5618TDS,79042.0
12560-5650HDO,79043.0
12560-5650HDO,79043.0
12561+2807HEB,79048.0
12561+2011TDS,79049.0
12561-4438TDS,79052.0
12561-4707UC,79053.0
12562+7003HJ,79057.0
12562+4557TDS,79058.0
12562+3740LDS,79059.0
12562+2157SHN,79061.0
12562-4845TDS,79064.0
12563-8637TDS,79072.0
12564+0654GWP,79074.0
12564-0057STT,79075.0
12564-0524SHN,79076.0
12564-3007HJ,79077.0
12564-3723HJ,79078.0
12564-4657RST,79080.0
12565-2635YSC,79082.0
12565-2635UC,79083.0
12565-4342TDS,79084.0
12565-6051TDS,79087.0
12565-6120HDS,79088.0
12566+2101HO,79091.0
12566-0249BRT,79094.0
12566-6915TDS,79096.0
12567+3652TOK,79098.0
12567-1157OCC,79102.0
12567-3639TDS,79106.0
12567-5546RST,79109.0
12568+7324TDS,79110.0
12569+5744MLR,79115.0
12569+5744MLR,79115.0
12569-5404TDS,79121.0
12570-3330TDS,79123.0
12570-3638RST,79125.0
12570-4015TDS,79126.0
12570-5435HDS,79127.0
12571-5828TDS,79133.0
12572+7927LDS,79135.0
12572+0818FIN,79137.0
12572-5625TDS,79139.0
12572-7640ELP,79141.0
12573+1925SLN,79145.0
12573-5550RST,79147.0
12574+7955MLR,79148.0
12574-6713HDS,79154.0
12575+2457COU,79158.0
12575-0946A,79162.0
12575-3439RST,79163.0
12575-3439RST,79163.0
12575-5555SUB,79164.0
12575-5620TOB,79165.0
12576+3514BWL,79170.0
12576+3514LDS,79171.0
12576+3514BWL,79173.0
12576+3248COU,79174.0
12577-1428SKF,79179.0
12577-3106B,79181.0
12577-3835TDS,79182.0
12577-6053HDS,79183.0
12577-6652KPP,79184.0
12579+4948HU,79193.0
12579-4318TDS,79195.0
12580-3855HJ,79196.0
12580-4609TDS,79197.0
12580-5237JNN,79198.0
12580-6818DON,79199.0
12580-6818DON,79199.0
12581-2728TDS,79202.0
12582+4153LDS,79204.0
12582-2303TOK,79206.0
12582-3034LDS,79207.0
12582-3034LDS,79207.0
12582-5411B,79209.0
12582-6825DON,79211.0
12582-6825DON,79211.0
12583+5909OSW,79212.0
12583+5909OSW,79212.0
12583-4931CPO,79216.0
12583-5819JSP,79217.0
12583-6101HDS,79219.0
12584+4033HDS,79224.0
12584+0005CVR,79228.0
12584-5014TDS,79233.0
12584-5131RST,79234.0
12584-5221TDS,79236.0
12584-5221TDS,79236.0
12584-7029CVN,79237.0
12585-3148ARU,79251.0
12585-5000TDS,79253.0
12586-2712KPP,79260.0
12588+7754TDS,79268.0
12589+2752SHN,79272.0
12589-4127UC,79277.0
12589-5823TDS,79279.0
12589-6330RST,79280.0
12589-6330RST,79280.0
12590+3517TDS,79281.0
12590+0340SLW,79282.0
12590-0146TDS,79283.0
12590-0950B,79284.0
12590-4623TDS,79286.0
12591+5441LDS,79287.0
12591-2742RSS,79291.0
12591-5942TDS,79293.0
12591-6407TDS,79294.0
12592+1454HDS,79297.0
12592-6256TOK,79302.0
12593+4245HJ,79303.0
12593+4245SIN,79304.0
12593+4245SIN,79304.0
12593+4245SIN,79304.0
12593-5820TDS,79307.0
12594-6217B,79313.0
12595+3004A,79315.0
12595+2814WSI,79316.0
12595-1133RST,79320.0
12595-7932KPP,79323.0
12596+7307TDS,79324.0
12596-4641TDS,79329.0
12597+1002BFR,79330.0
12597-0349CHR,79332.0
12597-5742TDS,79336.0
13000-4123I,79353.0
13000-4315DAM,79356.0
13001+7626MLR,79358.0
13002-2355I,79369.0
13002-4602TDS,79370.0
13002-5937TDS,79371.0
13003+3047HDS,79372.0
13003-4929RST,79381.0
13003-6034TDS,79383.0
13004+3545HU,79388.0
13004-3917TDS,79390.0
13004-4205RST,79391.0
13004-4205RST,79391.0
13004-5442TDS,79392.0
13004-5939TDS,79393.0
13004-5939TDS,79393.0
13005-0604HJ,79398.0
13005-3330HDS,79400.0
13006-0322AGC,79407.0
13007+5622BU,79410.0
13007-3233TDS,79412.0
13007-3918HDS,79415.0
13007-6416TDS,79416.0
13007-6416TDS,79416.0
13008+1223BEU,79425.0
13008+1223GDM,79426.0
13008-3522HDS,79429.0
13008-6014JSP,79430.0
13009-3226TDS,79436.0
13009-4300BRT,79437.0
13010-5621TDS,79443.0
13010-5730RSS,79444.0
13010-5730RSS,79444.0
13011+3709TDS,79445.0
13011+0914LDS,79446.0
13011+0914RAO,79447.0
13011+0914RAO,79447.0
13011-5529TDS,79450.0
13012+4938OSW,79451.0
13012-4109TDS,79458.0
13012-5639HDS,79459.0
13012-7747TDS,79460.0
13013+2258LDS,79461.0
13013+1748COU,79463.0
13013+0030TOK,79465.0
13014+6231MLB,79466.0
13014-2722TOK,79469.0
13015-2134ARA,79474.0
13015-5808COO,79477.0
13015-5808RST,79478.0
13015-5808RST,79478.0
13016+2924SKF,79479.0
13016+2924SKF,79479.0
13016-2440B,79481.0
13016-4826TDS,79482.0
13016-7051B,79484.0
13017-1847LDS,79487.0
13017-5416TDS,79488.0
13018+6337LDS,79491.0
13018+6337JNN,79492.0
13018-6211RST,79498.0
13019+2735SHN,79499.0
13019-5635TDS,79501.0
13019-5850TDS,79502.0
13019-6150RST,79504.0
13020+1857SLW,79507.0
13020-0205OSO,79508.0
13020-8740TDS,79513.0
13021-5104TDS,79519.0
13023+2028J,79529.0
13024-5201JNN,79538.0
13025-3331TDS,79545.0
13026+7022TDS,79547.0
13026+2318COU,79552.0
13026-3632TDS,79554.0
13026-5342TDS,79556.0
13026-6257TDS,79557.0
13027-5231TDS,79562.0
13028+2840LDS,79563.0
13028-5435TDS,79567.0
13028-5541HJ,79568.0
13028-6214B,79569.0
13029+1328STF,79573.0
13029-4353CPO,79576.0
13029-5202JNN,79577.0
13029-5756TDS,79578.0
13030-6011TDS,79584.0
13031+2440WIS,79586.0
13031-3623TDS,79590.0
13031-7129CHR,79592.0
13032-2403WIS,79596.0
13032-5607FIN,79597.0
13032-5701TDS,79598.0
13033+3435COU,79603.0
13033-4938WSP,79604.0
13034+7004HJ,79617.0
13034-4807RST,79623.0
13034-7357HEI,79624.0
13034-7357HEI,79624.0
13035-3338TDS,79630.0
13036+4637TDS,79634.0
13036-6821DON,79636.0
13037-6026TDS,79639.0
13038-0510EVT,79645.0
13038-2035BU,79647.0
13038-3415SEE,79648.0
13038-3620UC,79649.0
13038-4051B,79650.0
13039+4038TDS,79653.0
13039+3724TDS,79655.0
13039-0340BU,79661.0
13040-1738BU,79666.0
13040-1738UC,79667.0
13041+5227MLR,79668.0
13041+0933BRT,79669.0
13042+5615MLR,79673.0
13042-5100TDS,79678.0
13043+5138TDS,79680.0
13043-0153RST,79682.0
13043-0239CVR,79683.0
13043-5041TDS,79684.0
13043-5041TDS,79684.0
13043-5957R,79685.0
13043-6856DON,79686.0
13043-8013RST,79687.0
13043-8013RST,79687.0
13044-3404TDS,79693.0
13044-4749DAM,79695.0
13044-4749DAM,79695.0
13045-0845GWP,79704.0
13045-5218TDS,79705.0
13046+3100LDS,79709.0
13046+1028OSO,79711.0
13046-1933SKF,79714.0
13047+1736BPM,79716.0
13047+0927HDS,79717.0
13048-5537TDS,79729.0
13048-5651TDS,79730.0
13048-5651TDS,79730.0
13048-6514MLO,79731.0
13048-6514MLO,79731.0
13049+2438COU,79733.0
13049-5945TDS,79736.0
13050+6436HU,79738.0
13050+5041LDS,79739.0
13050-4724JNN,79747.0
13050-6426KOU,79748.0
13052-5701TDS,79761.0
13053-4442RST,79766.0
13053-5051CVN,79767.0
13054+7649HJ,79771.0
13055+5059HU,79782.0
13055+5059STF,79783.0
13055-5652FIN,79792.0
13055-5652FIN,79792.0
13055-5652FIN,79792.0
13055-5652FIN,79792.0
13055-5716TDS,79796.0
13055-5832JNN,79797.0
13056-2204I,79803.0
13056-5819TDS,79804.0
13057+3548TOK,79807.0
13057-2541LIM,79809.0
13059+2836LDS,79824.0
13060-7248HDS,79830.0
13062+4236TDS,79837.0
13062+4236ES,79838.0
13062-6434TDS,79850.0
13062-6703HDS,79851.0
13063-4828RIZ,79853.0
13063-4828SHT,79855.0
13063-5836DAW,79858.0
13063-6608TDS,79859.0
13064+2217WSI,79862.0
13064+2109CHR,79863.0
13064+2109COU,79864.0
13064-0408BRT,79866.0
13064-6503NZO,79869.0
13065+7445LSC,79870.0
13065-1028GWP,79879.0
13065-6705TDS,79885.0
13066-6434I,79888.0
13067-5730TDS,79892.0
13068+2657L,79898.0
13069+2502HDS,79903.0
13069-5750WFC,79909.0
13069-6154TDS,79910.0
13070+3102SKF,79911.0
13070+3102SKF,79911.0
13070-0802OCC,79912.0
13070-2234UC,79913.0
13071+4200TDS,79916.0
13071-7730REP,79918.0
13072-5420FIN,79922.0
13073+6124SLW,79923.0
13073+2845LDS,79925.0
13073+0035TOK,79928.0
13073-5404TDS,79929.0
13074-2805LDS,79930.0
13074-2805LDS,79930.0
13074-5547RST,79931.0
13074-5547RST,79931.0
13074-5952R,79932.0
13074-5952R,79932.0
13075-5502TDS,79938.0
13075-5747TDS,79939.0
13075-6207HJ,79940.0
13075-6207HJ,79940.0
13075-7031DON,79941.0
13075-7031DON,79941.0
13076+3424TOK,79942.0
13076+2822SLE,79945.0
13076-1415RST,79949.0
13077+0113BRF,79955.0
13077-1411TOK,79957.0
13077-4718HDS,79960.0
13077-5707TDS,79961.0
13077-5707TDS,79961.0
13077-6401HDS,79962.0
13078-0227TDS,79964.0
13078-4223R,79967.0
13078-5254TDS,79968.0
13080+2106LDS,79980.0
13081+2657STT,79984.0
13081-2335HDS,79987.0
13081-6518CHR,79990.0
13081-6518RMK,79991.0
13081-6518SNA,79992.0
13081-7719HDS,79994.0
13082-4027UC,79998.0
13082-4756RST,79999.0
13082-4756RST,80000.0
13082-4756RST,80000.0
13084+3019JNN,80012.0
13084+3019LDS,80013.0
13084+1214SKF,80015.0
13084-5709TDS,80016.0
13084-5709TDS,80016.0
13085+3106LDS,80018.0
13085-2918TDS,80025.0
13085-6112RST,80029.0
13086+2920SLE,80031.0
