wds_identifier,wds_rownum
17442-2727SZA,103008.0
17443+1425HJ,103012.0
17443-7213HDO,103019.0
17444+6204STI,103020.0
17444+1600LSC,103024.0
17444-3230JSP,103026.0
17444-3437B,103027.0
17444-5416BRT,103028.0
17445-3434B,103035.0
17447+2443SKF,103043.0
17447-2825OCC,103047.0
17447-4244FIN,103048.0
17447-4415RSS,103049.0
17448+0512TDT,103053.0
17448-2319RST,103055.0
17449+6628HU,103057.0
17449+5003TDT,103058.0
17449-1839A,103063.0
17449-4809I,103064.0
17449-4809I,103064.0
17449-5224TDS,103065.0
17449-5733HLN,103066.0
17449-6022UC,103068.0
17449-7009TDT,103069.0
17450+3702CRB,103071.0
17450-1646VOU,103072.0
17450-1646VOU,103072.0
17450-3459JSP,103073.0
17450-5307RST,103075.0
17452+2107COU,103083.0
17452-3319JKS,103085.0
17454+4540COU,103098.0
17454+3318TDT,103099.0
17455+3554HDS,103103.0
17456+4651JOD,103109.0
17456+3436TDT,103110.0
17456+3032HO,103111.0
17456+3032HO,103111.0
17456-2824SHY,103116.0
17456-4403DON,103117.0
17457+5914ES,103119.0
17457+3708TDT,103122.0
17457+3557TDT,103123.0
17457+3557TDT,103123.0
17457+3452AG,103124.0
17457+1650A,103126.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
17457-2900GHE,103128.0
